# GsakName=South Georgia
#
# This file was created by Peter John Acklam, pjacklam@gmail.com
#
# The source data was obtained from the Maritime Boundaries Geodatabase,
# which requests that the following citation is used for the data:
#
# VLIZ (2014). Maritime Boundaries Geodatabase, version 8. Available
# online at http://www.marineregions.org/. Consulted on 2015-01-19.
#
-53.2623847,-29.9790046
-58.2509327,-33.5769385
-58.2803947,-33.7781126
-58.3311067,-34.8789445
-58.2712897,-35.9779755
-58.2470247,-36.1342695
-58.2515297,-36.2767965
-58.1799447,-37.3706855
-58.0007467,-38.4154696
-57.7209477,-39.3717476
-57.3512597,-40.2057146
-57.3301577,-40.2386326
-57.2844117,-40.3854486
-57.2733847,-40.4097175
-57.2647037,-40.4374455
-56.8882737,-41.2508086
-56.8587577,-41.2949146
-56.8572927,-41.2994105
-56.9025747,-41.8253076
-56.8853657,-42.8887236
-56.7590357,-43.9252985
-56.5285527,-44.8955825
-56.2027927,-45.7643485
-56.1841877,-45.7984386
-56.0985227,-46.0216216
-55.6882077,-46.7551845
-55.2099797,-47.3362236
-54.6805117,-47.7505116
-54.1175147,-47.9910615
-53.5390287,-48.0574096
-52.9628097,-47.9546576
-52.4058257,-47.6924525
-51.8838597,-47.2840115
-51.4111927,-46.7452755
-51.0003707,-46.0941995
-50.6620257,-45.3501985
-50.4047367,-44.5337166
-50.2349397,-43.6659005
-50.1568517,-42.7683556
-50.1724247,-41.8629485
-50.2813257,-40.9716376
-50.4809327,-40.1163075
-50.7373067,-39.4009625
-50.6785067,-38.9264466
-50.6712597,-38.4684545
-50.6630327,-38.4056206
-50.6598047,-38.2379255
-50.6510477,-38.1721635
-50.6283947,-37.2584275
-50.6994477,-36.3502265
-50.8004507,-35.8099395
-50.8005937,-35.8078635
-50.9592837,-34.9234515
-50.9608697,-34.9181806
-50.9684177,-34.8749305
-50.9687527,-34.8738146
-50.9986627,-34.7013276
-50.9992377,-34.6993996
-51.0032197,-34.6762975
-51.2482587,-33.8382696
-51.3671427,-33.5619155
-51.3818507,-33.5099385
-51.7068457,-32.7368675
-51.7294937,-32.6986565
-51.7367927,-32.6809856
-52.1065217,-32.0478845
-52.4038777,-31.2955795
-52.7940797,-30.5884066
-53.2496127,-29.9906135
-53.2623847,-29.9790046
