# GsakName=Île Amsterdam
#
# This file was created by Peter John Acklam, pjacklam@gmail.com
#
# The source data was obtained from the Maritime Boundaries Geodatabase,
# which requests that the following citation is used for the data:
#
# VLIZ (2014). Maritime Boundaries Geodatabase, version 8. Available
# online at http://www.marineregions.org/. Consulted on 2015-01-19.
#
-38.2236767,73.3106095
-37.7624867,73.2862856
-37.7612517,73.2864956
-37.7599917,73.2864286
-37.1846707,73.3829366
-36.6309632,73.6009166
-36.6285897,73.6018676
-36.6267177,73.6030776
-36.6253467,73.6036125
-36.6238837,73.604505
-36.6228287,73.6051346
-36.6121287,73.6093096
-36.0963257,73.9396536
-35.6329127,74.3712592
-35.2350357,74.8902586
-34.9139617,75.4809676
-34.6782707,76.1267686
-34.6730797,76.1517946
-34.6703567,76.1591696
-34.5262557,76.8421046
-34.4778187,77.5438435
-34.4778737,77.5446066
-34.4778187,77.5453716
-34.5263417,78.2471026
-34.5266096,78.2483556
-34.5286447,78.2792326
-34.6726377,78.9622196
-34.9084087,79.6079336
-34.9091022,79.6092736
-35.2303236,80.2001166
-35.6280477,80.7188046
-35.6300346,80.7206406
-35.6308686,80.7217366
-36.0941487,81.1530716
-36.1019797,81.1580466
-36.1031677,81.1591606
-36.6191852,81.4895876
-36.6206887,81.4904961
-36.6248727,81.4931346
-36.6263346,81.4940256
-36.6281487,81.4947336
-36.6312477,81.4967356
-36.6343207,81.4979345
-36.6353877,81.4986236
-37.1890057,81.7165285
-37.2035367,81.7189426
-37.2104357,81.7216826
-37.7857537,81.8182496
-37.7870137,81.8181826
-37.7882486,81.8183925
-37.7966122,81.8179646
-38.3765757,81.7873855
-38.4087526,81.7783716
-38.3012606,77.5341437
-38.2236767,73.3106095
