# GsakName=Bassas da India
#
# This file was created by Peter John Acklam, pjacklam@gmail.com
#
# The source data was obtained from the Maritime Boundaries Geodatabase,
# which requests that the following citation is used for the data:
#
# VLIZ (2014). Maritime Boundaries Geodatabase, version 8. Available
# online at http://www.marineregions.org/. Consulted on 2015-01-19.
#
-19.2053731,41.1530129
-19.5828107,41.4590205
-19.6085266,41.4800406
-19.7938996,41.5121716
-19.8312186,41.5184465
-19.8769076,41.5257355
-19.8784036,41.5259616
-19.9223836,41.5326115
-19.9676396,41.5390565
-20.0126747,41.5450705
-20.0574897,41.5506515
-20.1020847,41.5558016
-20.1107587,41.5567236
-20.1465227,41.5606486
-20.1907557,41.5650936
-20.2347696,41.5691046
-20.2785647,41.5726805
-20.3221407,41.5758226
-20.3654976,41.5785295
-20.4086376,41.5808015
-20.4515607,41.5826386
-20.4942666,41.5840395
-20.5367557,41.5850065
-20.5790276,41.5855365
-20.6210847,41.5856316
-20.6629256,41.5852895
-20.7045517,41.5845125
-20.7459636,41.5832986
-20.7871607,41.5816476
-20.8281427,41.5795606
-20.8689117,41.5770355
-20.9094677,41.5740735
-20.9138376,41.5737056
-20.9138381,41.5737056
-21.2296419,41.0900841
-21.4601549,40.7338199
-21.6884397,40.3803592
-21.6921699,40.3745099
-21.6945388,40.3707603
-21.7220049,40.3271467
-21.7890767,40.217603
-21.7961221,40.2059921
-21.8216173,40.1636756
-21.8231837,40.1610843
-21.8242068,40.159383
-21.8320196,40.146322
-21.8584792,40.1015999
-21.8772183,40.0694942
-21.8783153,40.0675991
-22.0174523,39.8529153
-22.0712924,39.7695249
-22.1130281,39.7045629
-22.1632562,39.6265787
-22.3245604,39.3785149
-22.4172256,39.2350342
-22.4707322,39.1528819
-22.5560349,39.0192579
-23.2013594,37.9869525
-22.4241097,37.7381815
-22.3290306,37.7150805
-22.3254107,37.7141996
-22.2656937,37.7001265
-22.1584397,37.6795065
-21.8863907,37.6274676
-21.7650057,37.6016115
-21.7100897,37.5968675
-21.5644047,37.5845025
-21.5629586,37.5843895
-21.5556167,37.5840615
-21.4537877,37.5799676
-21.4341707,37.5791606
-20.6412686,37.5531135
-20.1293416,37.9945005
-20.0865357,38.0330176
-20.0286967,38.0849725
-19.7336057,38.3507915
-19.7159047,38.3721875
-19.7059316,38.3843776
-19.6251976,38.4833506
-19.5922916,38.5238685
-19.4361507,38.7285665
-19.4331587,38.7326865
-19.4218517,38.7939615
-19.2445396,39.7402865
-19.2223447,39.8563285
-19.2123337,39.9145745
-19.1501436,40.2746445
-19.1427597,40.3314785
-19.1211427,40.4974815
-19.0788937,40.9441815
-19.0788934,40.9441815
-19.205373,41.1530126
-19.2053731,41.1530129
