# GsakName=Christmas Island
#
# This polygon file contains the exclusive economic zone around Christmas
# Island.
#
# This file was created by Peter John Acklam, pjacklam@gmail.com
#
# The source data was obtained from the Maritime Boundaries Geodatabase,
# which requests that the following citation is used for the data:
#
# VLIZ (2014). Maritime Boundaries Geodatabase, version 8. Available
# online at http://www.marineregions.org/. Consulted on 2015-01-19.
#
-8.8724993,102.5691759
-9.0155082,102.4963652
-9.0715128,102.4701441
-9.1651782,102.429005
-9.2445293,102.3967523
-9.3314673,102.3640566
-9.4782476,102.3149526
-9.6121423,102.2765972
-9.7458771,102.2423631
-9.8800948,102.2129083
-9.9852452,102.1938318
-10.1060817,102.1761679
-10.2573238,102.16035
-10.3482088,102.1541826
-10.4847624,102.1496078
-10.5606704,102.1494958
-10.6516074,102.1516396
-10.7568465,102.1571823
-10.9074746,102.1709826
-11.0296758,102.1873041
-11.1663338,102.2111053
-11.2417976,102.2268057
-11.3468038,102.2517432
-11.4361373,102.2758487
-11.5541592,102.3118809
-11.627226,102.3366422
-11.7425218,102.3796602
-11.8121017,102.4080304
-11.8947416,102.4441687
-11.962854,102.4760125
-12.0838689,102.5373685
-12.1769251,102.5888983
-12.2941161,102.6595528
-12.4208694,102.7437386
-12.5087449,102.8072077
-12.6310071,102.9031364
-12.7487626,103.004786
-12.8058699,103.0576904
-12.872783,103.1229546
-12.9592399,103.2129798
-13.063151,103.3306977
-13.1326198,103.4160196
-13.1710733,103.4658139
-13.2361428,103.5547101
-13.2808546,103.6195314
-13.3323671,103.6984349
-13.3734983,103.7650665
-13.4361164,103.8736816
-13.4876247,103.970641
-13.5832157,104.1632947
-13.6335094,104.2738775
-13.6924453,104.4186401
-13.7246351,104.5068005
-13.7591422,104.6107786
-13.7902432,104.7154546
-13.817829,104.8200909
-13.8515236,104.97104
-13.8760487,105.1081344
-13.8932267,105.2309109
-13.9002487,105.2929673
-13.9098389,105.4018512
-13.9159868,105.5109992
-13.9188229,105.6515342
-13.9159532,105.7920684
-13.910872,105.885636
-13.9049667,105.9615539
-13.8940096,106.0668969
-13.872307,106.2201144
-13.8548123,106.3180986
-13.8251732,106.4568473
-13.7940701,106.5789996
-13.7723771,106.6547009
-13.7391214,106.7597573
-13.7079618,106.8488694
-13.6626486,106.9662139
-13.6195142,107.0673928
-13.5737781,107.1658428
-13.5458754,107.2221975
-13.4945872,107.3194859
-13.4481715,107.4014597
-13.3995289,107.4820586
-13.3224749,107.6002417
-13.2406354,107.714983
-13.1737668,107.8017186
-13.0735144,107.9216247
-13.0001342,108.0026359
-12.9570532,108.047809
-12.8796947,108.124862
-12.7766715,108.2200752
-12.7058555,108.2810528
-12.5965701,108.3686572
-12.5091391,108.4335068
-12.4196829,108.4954078
-12.3149947,108.5625231
-12.2344035,108.6105314
-12.1662542,108.6487597
-12.0414434,108.7134305
-11.9709815,108.7470262
-11.8004466,108.8234157
-11.7000085,108.8650302
-11.5982899,108.9032961
-11.4806108,108.9428814
-11.3462726,108.9821835
-11.2102663,109.0157902
-11.1188618,109.0349722
-10.4116273,108.3295983
-9.8260716,107.726265
-9.3107937,107.0726539
-9.1324604,106.8229317
-9.0382937,106.558765
-8.931627,106.1807094
-8.7927381,105.5782094
-8.7260714,105.3004317
-8.729127,105.2268205
-8.7346826,104.2729317
-8.8724993,102.5691759
