# GsakName=Micronesia
#
# This polygon file contains the exclusive economic zone around the Micronesia.
#
# This file was created by Peter John Acklam, pjacklam@gmail.com
#
# The source data was obtained from the Maritime Boundaries Geodatabase,
# which requests that the following citation is used for the data:
#
# VLIZ (2014). Maritime Boundaries Geodatabase, version 8. Available
# online at http://www.marineregions.org/. Consulted on 2015-01-19.
#
13.1088894,141.2147226
12.9594444,141.3213886
12.9047224,141.3591666
12.9000004,141.3633336
11.8758334,142.2577776
10.9583333,143.0524997
10.9508334,143.4480557
11.2230554,144.9413886
11.2255554,144.9572226
11.2919444,145.3772227
11.3702774,145.8766667
11.4541664,146.4261107
11.5300003,146.9219447
11.6147223,147.5174997
11.6402773,147.7449996
11.4890853,147.8613156
11.4953214,147.8675407
11.8329064,148.3492896
11.8506794,148.3873027
11.8648714,148.4075977
12.1145703,148.9429716
12.2686094,149.5152846
12.3221293,150.1066566
12.3218713,150.1098247
12.3221313,150.1127307
12.2734184,150.7046017
12.1239964,151.2783847
12.0168483,151.5134476
12.0429373,151.6128396
12.0450613,151.6376547
12.0554964,151.6774556
12.1055174,152.2689592
12.1055393,152.2697276
12.1045903,152.2805757
12.1046964,152.2818427
12.1041964,152.2875547
12.1047129,152.2942191
12.1047343,152.2949757
12.0525174,152.8860056
11.8997354,153.4582667
11.8973853,153.4633416
11.8963144,153.4673407
11.6477634,154.0029427
11.6469643,154.0040907
11.6465633,154.0049517
11.5123024,154.1976047
11.5209843,154.3080336
11.5207673,154.3103667
11.5209804,154.3130877
11.4656343,154.9027806
11.3099074,155.4731556
11.0587194,156.0064307
10.7197319,156.4863452
10.7191193,156.4871167
10.7160914,156.4901176
10.7153754,156.4911297
10.7058984,156.5005197
10.6949344,156.5401086
10.4424884,157.0718707
10.4417444,157.0729197
10.4412883,157.0738776
10.3599623,157.1884266
10.3699814,157.2289196
10.4024414,157.4726416
10.0930164,157.7634116
9.8308614,158.0092497
9.8087364,158.0299556
9.4315214,158.3847206
8.8183914,159.0823337
8.5480714,159.3959427
8.4272323,159.7760707
8.3960744,159.8740727
8.3812314,159.9206206
8.3038524,160.1656697
8.2410174,160.3355776
8.1871634,160.4807337
8.1792954,160.5016516
8.1301504,160.6318536
8.0570704,160.8245326
7.9981934,160.9783706
7.9836133,161.0162796
7.9383313,161.5454356
7.9255514,161.6959687
7.9173323,161.7969397
7.8488773,162.6218366
7.8841044,162.7012526
7.9681693,162.8902806
7.9805363,162.9181557
8.0181394,163.0029067
8.0247433,163.0176567
8.0496683,163.0735317
7.1595094,164.3705697
6.9327513,164.6698186
6.7921164,164.8556106
6.2918393,165.5152626
6.1443903,165.5230406
5.6279063,165.5538137
5.5167864,165.5603857
5.3181884,165.5726367
5.3167194,165.5727276
5.3152614,165.5728186
5.0315394,165.5904906
5.0223624,165.5909816
4.9412613,165.5954597
4.1329653,165.6422476
3.8914603,165.6561106
3.7007314,165.6673207
3.6983604,165.6674606
3.6354363,165.6711966
3.5758403,165.6747196
3.2432214,165.6358506
3.2113674,165.6321447
3.1327364,165.5777186
3.1320953,165.5770686
3.1301943,165.5757186
3.1290124,165.5745197
3.1264874,165.5727276
2.7185944,165.1596886
2.7173933,165.1579517
2.7131034,165.1535736
2.7103014,165.1507016
2.7074293,165.1465477
2.7036463,165.1427217
2.3732034,164.6654036
2.1301914,164.1381387
1.9819494,163.5767747
1.9817914,163.5748897
1.9809714,163.5717916
1.9319853,162.9932097
1.9322904,162.9898246
1.9321543,162.9882256
1.9839234,162.4098286
1.9845964,162.4073316
1.9847284,162.4058456
1.9854164,162.4032967
1.9855434,162.4018636
1.9875253,162.3945146
1.9913043,162.3520646
2.1422923,161.7911376
2.1430853,161.7882667
2.1434743,161.7874357
2.1488754,161.7673297
2.3944764,161.2409686
2.7275608,160.7647322
2.7281774,160.7639316
2.7319434,160.7601587
2.7328013,160.7589296
2.8779053,160.6134786
2.9203674,160.1184756
3.0692893,159.5567166
3.1633303,159.3530666
2.9303523,159.0173047
2.6863699,158.4894056
2.6856384,158.4877017
2.6794674,158.4644147
2.6731824,158.4508356
2.5743483,158.0782586
2.2448853,157.9238046
2.2217613,157.9345557
1.6606574,158.0841617
1.6510423,158.0850557
1.0721514,158.1350907
1.0675194,158.1346806
1.0629524,158.1350757
1.0595994,158.1347786
1.0562934,158.1350646
0.4778764,158.0839386
0.4744994,158.0830317
0.4732983,158.0829257
0.4629394,158.0801416
0.4603963,158.0799176
-0.1003797,157.9293416
-0.6265307,157.6838846
-0.6274937,157.6832106
-0.6282086,157.6828766
-1.1037967,157.3499556
-1.1802166,157.2744307
-1.1675726,156.8243626
-1.1409737,155.8476907
-1.1231806,155.6378837
-0.9852766,153.9202696
-0.8062036,153.5980817
-0.4268416,152.9150907
-0.2474786,152.6808237
1.0221204,151.8532257
1.5784314,151.4805306
1.6696744,151.4869046
2.2307844,151.6355856
2.5389533,151.7782336
2.8610184,151.3262326
3.2754534,150.9176246
3.6414544,150.6647947
3.5366093,150.4340446
3.3910863,149.8710807
3.3447353,149.2910976
3.3447134,149.2903356
3.3989324,148.7111507
3.5521624,148.1499066
3.7998383,147.6234546
4.0401073,147.2819846
4.0184694,147.0250366
4.0184473,147.0242886
4.0703044,146.4446456
4.0916534,146.3652886
4.0748904,146.1704816
4.0749764,146.1695026
4.0748894,146.1684956
4.1220773,145.6315706
4.1112849,145.6083382
4.1104153,145.6064287
3.9597954,145.0444087
3.9538414,144.9770917
3.8061034,144.7663197
3.5595524,144.2395406
3.4075203,143.6781636
3.3545494,143.0990356
3.3546514,143.0978017
3.3545804,143.0970326
3.3547113,143.0954557
3.3545823,143.0940586
3.3546703,143.0930046
3.3545843,143.0920706
3.4022273,142.5125526
3.5490264,141.9500066
3.5623034,141.9209856
3.5656263,141.9082167
3.8070934,141.3794556
4.1359974,140.9003476
4.5424454,140.4852626
4.5433974,140.4845092
4.8006723,140.2999427
4.8329234,139.8771136
4.9764383,139.3120516
5.2146603,138.7802356
5.2168224,138.7770376
5.2171704,138.7762596
5.2204609,138.7713652
5.2239464,138.7661806
5.1720933,138.6604567
5.1693023,138.6500396
5.1662833,138.6435607
5.0150813,138.0809967
4.9627753,137.5008307
4.9628773,137.4996176
4.9628074,137.4988467
5.0083503,136.9755096
6.0141324,136.6427956
6.8877074,136.3556137
7.3164054,136.2330656
7.4779774,136.1867226
7.4967084,136.1822207
7.5460223,136.1684966
7.6176743,136.1484586
7.8655873,136.1190936
8.0777614,136.0845396
8.4952423,136.0183201
8.4961714,136.0181717
8.5853754,136.0039456
9.0618114,135.9288237
10.3454914,135.7260436
10.8637904,135.5017826
11.1777164,135.3633746
11.3412083,135.2905196
11.3766034,135.2746776
11.7502773,135.5432876
11.7508334,135.5438446
11.7557273,135.5472636
12.1701904,135.9623887
12.5072163,136.4459267
12.5077694,136.4471166
12.5097374,136.4499466
12.7587774,136.9870876
12.9120073,137.5611486
12.9427184,137.9060217
13.1739824,138.4112307
13.1747923,138.4143087
13.1798344,138.4253496
13.1868013,138.4518556
13.1958984,138.4717856
13.1970044,138.4759926
13.1992304,138.4808716
13.2023974,138.4929246
13.2093274,138.5081146
13.2153043,138.5308736
13.2219594,138.5454657
13.3725514,139.1213396
13.4223604,139.7156536
13.4222304,139.7171366
13.4223594,139.7186946
13.3698173,140.3127257
13.2165983,140.8877666
13.2139414,140.8935206
13.2081934,140.9150107
13.1088894,141.2147226
