# GsakName=New Zealand
#
# This polygon file contains the exclusive economic zone around New Zealand.
#
# This file was created by Peter John Acklam, pjacklam@gmail.com
#
# The source data was obtained from the Maritime Boundaries Geodatabase,
# which requests that the following citation is used for the data:
#
# VLIZ (2014). Maritime Boundaries Geodatabase, version 8. Available
# online at http://www.marineregions.org/. Consulted on 2015-01-19.
#
-29.2233016,-174.0424843
-29.2387845,-174.0420783
-29.2542685,-174.0417533
-29.2697545,-174.0415093
-29.2852406,-174.0413483
-29.3007265,-174.0412682
-29.3162135,-174.0412703
-29.3316995,-174.0413533
-29.3471855,-174.0415193
-29.3626705,-174.0417663
-29.3781545,-174.0420953
-29.3936365,-174.0425062
-29.4091175,-174.0430003
-29.4245955,-174.0435753
-29.4400715,-174.0442322
-29.4555445,-174.0449713
-29.4710135,-174.0457933
-29.4864795,-174.0466963
-29.5019415,-174.0476813
-29.5173995,-174.0487493
-29.5328535,-174.0498993
-29.5483025,-174.0511313
-29.5637455,-174.0524453
-29.5791835,-174.0538413
-29.5946155,-174.0553202
-29.6100415,-174.0568803
-29.6254605,-174.0585233
-29.6408726,-174.0602483
-29.6562775,-174.0620553
-29.6716755,-174.0639453
-29.6870656,-174.0659163
-29.7024475,-174.0679703
-29.7178205,-174.0701063
-29.7331845,-174.0723243
-29.7485395,-174.0746243
-29.7638845,-174.0770062
-29.7792206,-174.0794713
-29.7945455,-174.0820183
-29.8098605,-174.0846463
-29.8251645,-174.0873573
-29.8404575,-174.0901502
-29.8557385,-174.0930253
-29.8710075,-174.0959823
-29.8862655,-174.0990213
-29.9015095,-174.1021413
-29.9167415,-174.1053443
-29.9319605,-174.1086293
-29.9471655,-174.1119952
-29.9623565,-174.1154443
-29.9775335,-174.1189743
-29.9926965,-174.1225863
-30.0078435,-174.1262793
-30.0229765,-174.1300543
-30.0380935,-174.1339113
-30.0531945,-174.1378503
-30.0682795,-174.1418703
-30.0833475,-174.1459713
-30.0983995,-174.1501543
-30.1134335,-174.1544183
-30.1284505,-174.1587632
-30.1434495,-174.1631903
-30.1584305,-174.1676983
-30.1733925,-174.1722873
-30.1883366,-174.1769573
-30.2032605,-174.1817083
-30.2181655,-174.1865403
-30.2330505,-174.1914533
-30.2479155,-174.1964473
-30.2627605,-174.2015213
-30.2775845,-174.2066763
-30.2923865,-174.2119123
-30.3071686,-174.2172283
-30.3219275,-174.2226253
-30.3366655,-174.2281023
-30.3513805,-174.2336593
-30.3660726,-174.2392963
-30.3807416,-174.2450133
-30.3953875,-174.2508103
-30.4100095,-174.2566883
-30.4246075,-174.2626453
-30.4391805,-174.2686813
-30.4537295,-174.2747983
-30.4682535,-174.2809933
