# GsakName=Marshall Islands
#
# This polygon file contains the exclusive economic zone around the Marshall
# Islands.
#
# This file was created by Peter John Acklam, pjacklam@gmail.com
#
# The source data was obtained from the Maritime Boundaries Geodatabase,
# which requests that the following citation is used for the data:
#
# VLIZ (2014). Maritime Boundaries Geodatabase, version 8. Available
# online at http://www.marineregions.org/. Consulted on 2015-01-19.
#
5.5693581,175.4844694
4.9571792,173.6085985
4.9153725,173.4811391
4.7569417,172.9981184
4.7137197,172.8659809
4.6633820,172.7120890
4.6536222,172.6823227
4.6108420,172.5518459
4.5928492,172.4964795
4.5925439,172.4955398
4.5870595,172.4786636
4.5091144,172.0914622
4.3753141,171.4267933
4.3420223,171.2622495
4.3008025,171.1328339
4.2378742,170.9352622
4.1975797,170.8178918
3.9657731,170.7382782
3.5263752,170.5873677
3.5185515,170.5846871
3.5107073,170.5819996
3.2687014,170.4992337
3.2669660,170.4986409
2.9552909,170.3920510
2.6287747,170.2803854
2.3986946,170.2036574
2.3408459,170.1828497
2.2551541,170.1520272
2.1293027,170.1071073
2.0742276,170.0874495
1.9896130,170.0551755
1.9465012,169.7640593
1.9358633,169.6922256
1.9259866,169.6263903
1.9165604,169.5635573
1.9151692,169.5542546
1.9122150,169.5345001
1.9061771,169.4941262
1.8952749,169.4215389
1.8861395,169.3607164
1.8383409,169.0459167
1.7801691,168.6628011
1.7702803,168.5981051
1.8341824,168.4136486
1.9699244,168.0196196
1.9994224,167.9340407
2.0687763,167.7330067
2.1077834,167.6197326
2.3418313,166.9373567
2.4299003,166.6819267
2.6128664,166.1488826
2.6783304,165.9542346
2.7117313,165.9329687
2.9354394,165.7747902
2.9594944,165.7577807
3.2113674,165.6321447
3.2432214,165.6358506
3.5758403,165.6747196
3.6354363,165.6711966
3.6983604,165.6674606
3.7007314,165.6673207
3.8914603,165.6561106
4.1329653,165.6422476
4.9412613,165.5954597
5.0223624,165.5909816
5.0315394,165.5904906
5.3152614,165.5728186
5.3167194,165.5727276
5.3181884,165.5726367
5.5167864,165.5603857
5.6279063,165.5538137
6.1443903,165.5230406
6.2918393,165.5152626
6.7921164,164.8556106
6.9327513,164.6698186
7.1595094,164.3705697
8.0496683,163.0735317
8.0247433,163.0176567
8.0181394,163.0029067
7.9805363,162.9181557
7.9681693,162.8902806
7.8841044,162.7012526
7.8488773,162.6218366
7.9173323,161.7969397
7.9255514,161.6959687
7.9383313,161.5454356
7.9836133,161.0162796
7.9981934,160.9783706
8.0570704,160.8245326
8.1301504,160.6318536
8.1792954,160.5016516
8.1871634,160.4807337
8.2410174,160.3355776
8.3038524,160.1656697
8.3812314,159.9206206
8.3960744,159.8740727
8.4272323,159.7760707
8.5480714,159.3959427
8.8183914,159.0823337
9.4315214,158.3847206
9.8087364,158.0299556
9.8308614,158.0092497
10.0930164,157.7634116
10.4024414,157.4726416
10.9414864,157.6071417
11.4714794,157.8476967
11.9525254,158.1795646
11.9536034,158.1803686
12.3704334,158.5934366
12.5825364,158.8940756
12.5978793,158.9011187
12.7519973,158.9408487
13.2814283,159.1844076
13.7613274,159.5197237
13.7623554,159.5207536
13.7651534,159.5227127
14.1806444,159.9399766
14.5187603,160.4266236
14.5203553,160.4300647
14.5263363,160.4386937
14.5294954,160.4455097
14.5360209,160.4549836
14.5372513,160.4568187
14.7873154,160.9979767
14.7889359,161.0040237
14.7912474,161.0126566
14.8007743,161.0333376
14.9548594,161.6121216
15.0081343,162.2102486
15.0079224,162.2128696
15.0081363,162.2153047
14.9588864,162.8138456
14.9563664,162.8236216
14.9547314,162.8432216
14.8044604,163.4231996
14.6606504,163.7405066
14.8252864,164.1077367
14.8285684,164.1205616
14.8354934,164.1360437
14.8358874,164.1375876
14.8379154,164.1421217
14.9857984,164.7229807
15.0326204,165.3221267
15.0326413,165.3229006
15.0230944,165.4264296
15.0234673,165.4312957
15.0232624,165.4335226
15.0242374,165.4467402
15.0242583,165.4475156
15.0162714,165.5329307
15.1200663,165.5411796
15.6824914,165.6910087
16.0373154,165.8586146
16.2234594,166.2688257
16.4082044,166.6575937
16.4230454,166.6889367
16.9049143,167.7139326
17.5014984,169.0064236
17.8796993,169.8394006
17.7773923,170.2229426
17.7770259,170.2238037
17.7199243,170.3483007
17.5244054,170.7726366
17.1837114,171.2652687
17.1800024,171.2690771
17.0079004,171.4429316
16.7618844,171.6906456
16.2797933,172.0281217
16.2720084,172.0317037
16.2701283,172.0330156
16.1205503,172.1017797
15.7389834,172.2767897
15.1752204,172.4201927
14.7029774,172.4524257
14.3956624,172.7655696
13.9175064,173.1048506
13.3891863,173.3524366
12.8269634,173.5013346
12.3591424,173.5387647
11.9458084,173.8290177
11.9416094,173.8309722
11.4132014,174.0760836
10.8510724,174.2232896
10.2723683,174.2686917
10.2673734,174.2681947
10.2623743,174.2685876
10.1839154,174.2607906
9.8355533,174.4215336
9.2734754,174.5681346
9.1707064,174.5761777
8.7717074,174.8530767
8.7708194,174.8534846
8.7699913,174.8540596
8.2413823,175.0966167
7.6791943,175.2423907
7.6749894,175.2427177
7.6687943,175.2443236
7.6656394,175.2445676
7.6591644,175.2462467
7.1781164,175.2836526
6.7135374,175.4040897
6.7080903,175.4045146
6.7060554,175.4050427
6.6766393,175.4073387
6.6560394,175.4126777
6.6492153,175.4132107
6.6476784,175.4136087
6.6424654,175.4140157
6.4374134,175.4671637
5.8584819,175.5124687
5.8578384,175.5124837
5.5693581,175.4844694
