# GsakName=Saint Helena
#
# This polygon file contains the exclusive economic zone around Saint Helena.
#
# This file was created by Peter John Acklam, pjacklam@gmail.com
#
# The source data was obtained from the Maritime Boundaries Geodatabase,
# which requests that the following citation is used for the data:
#
# VLIZ (2014). Maritime Boundaries Geodatabase, version 8. Available
# online at http://www.marineregions.org/. Consulted on 2015-01-19.
#
-12.5713147,-5.6982015
-12.6211266,-5.1056875
-12.6245237,-5.0925605
-12.6260456,-5.0741385
-12.7741672,-4.4985110
-12.7749007,-4.4958955
-12.7762276,-4.4929375
-12.7764817,-4.4919465
-13.0183466,-3.9506945
-13.3470922,-3.4593450
-13.3503917,-3.4544215
-13.7562557,-3.0276495
-13.7568956,-3.0271765
-13.7583316,-3.0256615
-14.2294247,-2.6762825
-14.2543276,-2.6638685
-14.2608877,-2.6589865
-14.7832617,-2.3976905
-15.3414247,-2.2329405
-15.9187461,-2.1704110
-15.9519167,-2.1668095
-15.9527217,-2.1668685
-15.9535167,-2.1667815
-16.5324796,-2.2091845
-17.0955527,-2.3561975
-17.6254646,-2.6042445
-18.1058047,-2.9465275
-18.5215536,-3.3731175
-18.8595937,-3.8711775
-19.1092107,-4.4254535
-19.1095797,-4.4263355
-19.1109917,-4.4317675
-19.1349276,-4.4851635
-19.1429516,-4.5160805
-19.1527997,-4.5381755
-19.1544597,-4.5419855
-19.1553997,-4.5456105
-19.1574447,-4.5502375
-19.1578127,-4.5511195
-19.3105936,-5.1441495
-19.3619641,-5.7570745
-19.3619847,-5.7578205
-19.3103267,-6.3704695
-19.1572877,-6.9634205
-18.9077896,-7.5177545
-18.5697107,-8.0161205
-18.5676886,-8.0190415
-18.1519927,-8.4458005
-18.1410637,-8.4536145
-18.1195146,-8.4756625
-18.1184707,-8.4764605
-17.6379606,-8.8189345
-17.1080467,-9.0669935
-16.5449726,-9.2140095
-15.9658102,-9.2563870
-15.9652096,-9.2563945
-15.3879516,-9.1938145
-14.8297957,-9.0289975
-14.8278147,-9.0280240
-14.3053467,-8.7666205
-14.2984287,-8.7614715
-14.2843137,-8.7544325
-14.2725707,-8.7456935
-14.2718377,-8.7453285
-14.2686036,-8.7429225
-14.2652937,-8.7412725
-13.7941966,-8.3918375
-13.7935877,-8.3911955
-13.7917197,-8.3898145
-13.3858497,-7.9629785
-13.3853657,-7.9622525
-13.3812986,-7.9579885
-13.3601446,-7.9262695
-13.3438691,-7.9092120
-13.3410046,-7.9062085
-13.0121817,-7.4150115
-12.7701757,-6.8738365
-12.6220461,-6.2982195
-12.6211867,-6.2946485
-12.5713147,-5.7021385
-12.5714826,-5.7001685
-12.5713147,-5.6982015
