# GsakName=French Polynesia
#
# This polygon file contains the exclusive economic zone (EEZ) around French
# Polynesia.
#
# This file was created by Peter John Acklam, pjacklam@gmail.com
#
# The source data was obtained from the Maritime Boundaries Geodatabase,
# which requests that the following citation is used for the data:
#
# VLIZ (2014). Maritime Boundaries Geodatabase, version 8. Available
# online at http://www.marineregions.org/. Consulted on 2015-01-19.
#
-20.7649997,-131.9786107
-21.0513887,-132.1436106
-22.3819437,-132.3897216
-24.0688887,-132.6863886
-25.6777776,-132.9922216
-26.5680557,-133.4247216
-26.5758707,-134.8861877
-26.5757956,-134.8874357
-26.5758727,-134.8882396
-26.5354986,-135.5355896
-26.3925936,-136.1641336
-26.3843747,-136.1843757
-26.4544247,-136.4647237
-26.5089647,-137.1101556
-26.5089442,-137.1109441
-26.4596307,-137.7571836
-26.3080466,-138.3824987
-26.0591956,-138.9667446
-25.7212086,-139.4911946
-25.4733547,-139.7586786
-25.4012307,-140.0399346
-25.1465737,-140.6166737
-25.0462307,-140.7682186
-24.9901007,-141.3301476
-24.8250367,-141.9438366
-24.9451357,-141.6546696
-25.2685367,-141.1224486
-25.6691672,-140.6570486
-25.6725377,-140.6531626
-26.1386457,-140.2687456
-26.6569537,-139.9772526
-27.2123527,-139.7884286
-27.2145636,-139.7881277
-27.2170217,-139.7872866
-27.7931117,-139.7082106
-28.3726406,-139.7429877
-28.3746857,-139.7435256
-28.3787617,-139.7437706
-28.9440957,-139.8931886
-28.9488496,-139.8955046
-28.9844006,-139.9049467
-29.5180397,-140.1663656
-30.0032067,-140.5331966
-30.0042617,-140.5343476
-30.0053487,-140.5351737
-30.4265247,-140.9972117
-30.7700437,-141.5406426
-31.0246057,-142.1484476
-31.1817437,-142.8009406
-31.2361907,-143.4765266
-31.2361137,-143.4776016
-31.2361917,-143.4785916
-31.1861027,-144.1546676
-31.0331657,-144.8086046
-31.0299047,-144.8166046
-31.0271807,-144.8281116
-30.9037067,-145.1296966
-30.7731877,-145.6699846
-30.5188287,-146.2763676
-30.5034716,-146.3007706
-30.4983107,-146.3129716
-30.1548487,-146.8549916
-29.7337336,-147.3158907
-29.2484437,-147.6819927
-29.2368167,-147.6906696
-29.2320896,-147.6929927
-29.2313487,-147.6935476
-28.6977377,-147.9543727
-28.6968797,-147.9545997
-28.6934897,-147.9562486
-28.1281787,-148.1054887
-27.5486546,-148.1403686
-27.5474616,-148.1402047
-27.5461567,-148.1402826
-27.5418157,-148.1396857
-27.5370657,-148.1399706
-27.5175102,-148.1372941
-27.5164377,-148.1371606
-27.5151512,-148.1372007
-27.5145416,-148.1371997
-27.2063246,-148.0951136
-27.1978517,-148.2429626
-27.0578376,-148.8760946
-26.8197207,-149.4701947
-26.8167467,-149.4750746
-26.8129637,-149.4844466
-26.7226477,-149.6323746
-26.6891577,-150.1102547
-26.5416877,-150.7381876
-26.2966347,-151.3257736
-26.2955547,-151.3274876
-26.2949997,-151.3288106
-25.9603627,-151.8571586
-25.8903876,-151.9340846
-25.9529776,-152.2004386
-25.9980637,-152.8442156
-25.9979837,-152.8451097
-25.9980626,-152.8462676
-25.9393027,-153.4886026
-25.9389037,-153.4901546
-25.9384727,-153.4947647
-25.9312247,-153.5229586
-25.9282937,-153.5541927
-25.9270947,-153.5588497
-25.9268596,-153.5613517
-25.7659407,-154.1810116
-25.5084647,-154.7579476
-25.1628537,-155.2737467
-25.0914257,-155.3481676
-25.0828126,-155.4293697
-24.9148757,-156.0426957
-24.9117947,-156.0493847
-24.9071637,-156.0661547
-24.8944447,-156.1424997
-21.4055557,-156.3230557
-19.2572226,-154.8055557
-18.9197227,-155.1744447
-18.3455556,-156.0419446
-17.3183337,-157.2458336
-16.4049997,-157.8686106
-15.8688886,-158.1280557
-15.4203826,-157.9662346
-15.2108857,-157.9434646
-14.6528777,-157.7783986
-14.1307367,-157.5168837
-14.1284267,-157.5151626
-14.1196207,-157.5107666
-13.6488466,-157.1612067
-13.6404366,-157.1524156
-13.6383532,-157.1503912
