# GsakName=Cook Islands
#
# This polygon file contains the exclusive economic zone (EEZ) around Cook
# Islands.
#
# This file was created by Peter John Acklam, pjacklam@gmail.com
#
# The source data was obtained from the Maritime Boundaries Geodatabase,
# which requests that the following citation is used for the data:
#
# VLIZ (2014). Maritime Boundaries Geodatabase, version 8. Available
# online at http://www.marineregions.org/. Consulted on 2015-01-19.
#
-11.4126707,-155.4903966
-11.6317286,-155.7066486
-11.6345547,-155.7105716
-11.9763456,-156.1900637
-12.2307667,-156.7238836
-12.3898717,-157.2955906
-12.4486007,-157.8873196
-12.4485177,-157.8884696
-12.4486027,-157.8893407
-12.4482516,-157.8941887
-12.4511507,-157.9237036
-12.4510806,-157.9246797
-12.4511826,-157.9257237
-12.4275546,-158.2489277
-12.5675742,-158.3467677
-12.5687626,-158.3476346
-12.9837736,-158.7635096
-12.9860097,-158.7667137
-12.9888177,-158.7695326
-13.3264187,-159.2542506
-13.3271727,-159.2558717
-13.3281377,-159.2572596
-13.4967997,-159.6212527
-13.8349927,-159.6467596
-13.8377417,-159.6474756
-13.8404036,-159.6476766
-13.8431867,-159.6484016
-13.8459146,-159.6486077
-14.4085756,-159.7954186
-14.9378326,-160.0416587
-15.4175886,-160.3807021
-15.4185627,-160.3814636
-15.5832346,-160.5487616
-15.5444736,-160.4001736
-15.4908746,-159.8003117
-15.4910397,-159.7981877
-15.4908756,-159.7963867
-15.5366477,-159.1958676
-15.6804616,-158.6120196
-15.8688886,-158.1280557
-16.4049997,-157.8686106
-17.3183337,-157.2458336
-18.3455556,-156.0419446
-18.9197227,-155.1744447
-19.2572226,-154.8055557
-21.4055557,-156.3230557
-24.8944447,-156.1424997
-25.0586127,-156.5987856
-25.2162247,-157.2157247
-25.2211217,-157.2707067
-25.2214657,-157.2720666
-25.2769767,-157.9107766
-25.2768617,-157.9123387
-25.2770767,-157.9148746
-25.2288427,-158.5543557
-25.0784527,-159.1736626
-25.0767247,-159.1777311
-25.0749952,-159.1818072
-25.0742112,-159.1837146
-24.8265167,-159.7628247
-24.8240391,-159.7667202
-24.8214213,-159.7709006
-24.8205047,-159.7729546
-24.8195366,-159.7744567
-24.8187972,-159.7761176
-24.8179487,-159.7780326
-24.5686687,-160.1633707
-24.5462997,-160.4165576
-24.5456036,-160.4192977
-24.5454827,-160.4206477
-24.5390437,-160.4459837
-24.5386566,-160.4503167
-24.3812907,-161.0640966
-24.3805926,-161.0656766
-24.3804312,-161.0662332
-24.3796497,-161.0691847
-24.3779641,-161.0730767
-24.3763427,-161.0768256
-24.3727817,-161.0905917
-24.3720272,-161.0924011
-24.1178157,-161.6649296
-23.7752647,-162.1775687
-23.7707252,-162.1823712
-23.3506866,-162.6196126
-22.8668456,-162.9680047
-22.8594887,-162.9714687
-22.8575546,-162.9728546
-22.3250447,-163.2226416
-21.7604677,-163.3672996
-21.7522436,-163.3678157
-21.7512557,-163.3680687
-21.7499807,-163.3681486
-21.7396017,-163.3707996
-21.4352157,-163.3899126
-21.4122667,-163.7453406
-21.4082247,-163.7626637
-21.4080197,-163.7657496
-21.3603987,-163.9691986
-21.2657746,-164.3702397
-21.0261137,-164.9374276
-20.6967386,-165.4492857
-20.2881867,-165.8898626
-19.8134306,-166.2458146
-19.6943266,-166.3133127
-19.2168657,-166.3907717
-19.0308486,-166.4218346
-18.1267977,-166.5706566
-18.0597497,-166.5806007
-18.0582977,-166.5808157
-18.0566966,-166.5810536
-18.0558456,-166.5811806
-17.8293217,-166.6148926
-17.5577777,-166.6430557
-16.7583336,-166.0274997
-16.3913887,-165.7530556
-16.3083336,-165.6913886
-16.1449997,-165.5699996
-15.7494447,-165.2766666
-15.6463887,-165.2008336
-15.2344446,-165.3080556
-15.0024997,-165.3686107
-14.0583337,-165.6222227
-13.7488887,-165.9788887
-13.5955557,-166.1552777
-13.3569447,-166.4283337
-13.2341666,-166.5674997
-13.1902776,-166.6172226
-12.9641667,-166.8724996
-12.6894447,-167.1836106
-12.4777777,-167.4222226
-12.0319446,-168.1733337
-11.7313886,-168.4661106
-11.0444446,-168.4891667
-10.8752776,-168.4949996
-10.2136107,-168.5172226
-10.2122227,-168.5172226
-10.0238887,-168.5236107
-8.3110357,-167.9894937
-8.3082187,-167.9886147
-8.0208406,-167.5577526
-8.0122836,-167.5383656
-7.9707826,-167.4763226
-7.7338076,-166.9413337
-7.7332636,-166.9391566
-7.7328601,-166.9381521
-7.7321187,-166.9363887
-7.7314567,-166.9337356
-7.7304316,-166.9314277
-7.5880136,-166.3634157
-7.5444476,-165.7791836
-7.5445727,-165.7779076
-7.5444447,-165.7762076
-7.6010706,-165.1930467
-7.7562617,-164.6282347
-8.0054457,-164.0985487
-8.1551496,-163.8853197
-7.8642326,-163.6773906
-7.8623496,-163.6755336
-7.4533807,-163.2595466
-7.1217797,-162.7792556
-6.8772196,-162.2489046
-6.7269776,-161.6842986
-6.6755157,-161.1022167
-6.6756877,-161.1001786
-6.6755167,-161.0982546
-6.7225407,-160.5377456
-6.4251746,-160.2409677
-6.4226107,-160.2373206
-6.4202606,-160.2349766
-6.0845176,-159.7581296
-5.8529117,-159.2615466
-6.5150626,-158.2219367
-6.6303426,-158.0349817
-6.8521327,-157.6742096
-6.9030287,-157.5908327
-7.0088816,-157.4175876
-7.0189366,-157.4006066
-7.4416536,-156.6862277
-7.4937286,-156.6006386
-7.9390591,-155.8622751
-8.4747296,-154.9266737
-9.0508897,-155.0378446
-9.5869836,-155.1413626
-10.0858386,-155.2375077
-10.0868856,-155.2377097
-10.9419017,-155.4035527
-11.4126707,-155.4903966
