# GsakName=US Virgin Islands
#
# This polygon file contains the exclusive economic zone around US Virgin
# Islands.
#
# This file was created by Peter John Acklam, pjacklam@gmail.com
#
# The source data was obtained from the Maritime Boundaries Geodatabase,
# which requests that the following citation is used for the data:
#
# VLIZ (2014). Maritime Boundaries Geodatabase, version 8. Available
# online at http://www.marineregions.org/. Consulted on 2015-01-19.
#
19.6189903,-65.3457688
19.610136,-65.34052
19.5955493,-65.3318749
19.5809622,-65.3232312
19.5663746,-65.3145892
19.5517866,-65.3059488
19.5371982,-65.2973099
19.5226094,-65.2886726
19.5080201,-65.2800367
19.4934303,-65.2714025
19.4788401,-65.2627697
19.4642495,-65.2541386
19.4496585,-65.2455089
19.4350671,-65.2368809
19.4204751,-65.2282544
19.4058828,-65.2196292
19.39129,-65.2110058
19.3766968,-65.2023839
19.3621032,-65.1937635
19.3475091,-65.1851447
19.3329146,-65.1765273
19.3183197,-65.1679115
19.3037243,-65.1592972
19.2891285,-65.1506846
19.2745323,-65.1420733
19.2599357,-65.1334636
19.2453386,-65.1248554
19.2307411,-65.1162488
19.2161431,-65.1076437
19.2069445,-65.1022222
19.1905453,-65.0987339
19.174146,-65.0952463
19.1577465,-65.0917594
19.141347,-65.0882731
19.1249474,-65.0847876
19.1085478,-65.0813028
19.092148,-65.0778186
19.0757481,-65.0743351
19.0593481,-65.0708523
19.042948,-65.0673702
19.0265479,-65.0638888
19.0101476,-65.060408
18.9937472,-65.0569279
18.9773468,-65.0534486
18.9609462,-65.0499699
18.9445456,-65.0464919
18.9281448,-65.0430145
18.911744,-65.0395378
18.895343,-65.0360619
18.8789421,-65.0325866
18.8625409,-65.0291119
18.8461397,-65.025638
18.8297384,-65.0221647
18.813337,-65.018692
18.7969355,-65.0152202
18.7805339,-65.011749
18.7641323,-65.0082783
18.7538888,-65.0061111
18.7374653,-65.002757
18.7210416,-64.9994034
18.7046178,-64.9960505
18.688194,-64.9926983
18.6872223,-64.9925
18.6720199,-64.9851677
18.656817,-64.9778366
18.641614,-64.9705067
18.6264106,-64.9631784
18.6112069,-64.9558512
18.5960029,-64.9485254
18.5807986,-64.9412008
18.5655939,-64.9338776
18.5503889,-64.9265556
