# GsakName=British Virgin Islands
#
# This polygon file contains the exclusive economic zone around British Virgin
# Islands.
#
# This file was created by Peter John Acklam, pjacklam@gmail.com
#
# The source data was obtained from the Maritime Boundaries Geodatabase,
# which requests that the following citation is used for the data:
#
# VLIZ (2014). Maritime Boundaries Geodatabase, version 8. Available
# online at http://www.marineregions.org/. Consulted on 2015-01-19.
#
21.812909,-65.8425611
21.8090922,-65.8419311
21.792673,-65.8389712
21.7761792,-65.8359984
21.7596855,-65.8330265
21.7431916,-65.8300552
21.7266976,-65.8270846
21.7102035,-65.8241147
21.6937094,-65.8211454
21.6888888,-65.8202778
21.6724548,-65.8169493
21.6560206,-65.8136215
21.6395862,-65.8102945
21.6231518,-65.8069683
21.6067174,-65.8036428
21.5902827,-65.8003181
21.5738481,-65.7969941
21.5574132,-65.7936708
21.5409783,-65.7903483
21.5245434,-65.7870266
21.5081084,-65.7837057
21.4916731,-65.7803853
21.4752378,-65.7770659
21.4588024,-65.7737471
21.442367,-65.770429
21.4259314,-65.7671118
21.4094957,-65.7637952
21.3930599,-65.7604794
21.3766241,-65.7571644
21.3601881,-65.7538501
21.343752,-65.7505365
21.3273158,-65.7472237
21.3108796,-65.7439117
21.2944433,-65.7406003
21.2780068,-65.7372897
21.2615702,-65.7339798
21.2451335,-65.7306707
21.2286969,-65.7273622
21.21226,-65.7240545
21.1958231,-65.7207476
21.179386,-65.7174414
21.1629489,-65.714136
21.1465116,-65.7108311
21.1300743,-65.7075271
21.1136369,-65.7042238
21.0971993,-65.7009212
21.0807617,-65.6976194
21.064324,-65.6943183
21.0478862,-65.6910178
21.0314483,-65.6877182
21.0150103,-65.6844193
20.9985722,-65.6811211
20.9821341,-65.6778235
20.9680556,-65.675
20.9516257,-65.6716561
20.9351957,-65.668313
20.9187656,-65.6649706
20.9023355,-65.6616289
20.8859053,-65.658288
20.8694749,-65.6549479
20.8530444,-65.6516084
20.8366138,-65.6482696
20.8201833,-65.6449315
20.8037525,-65.6415942
20.7873216,-65.6382576
20.7822222,-65.6372223
20.7658453,-65.6335984
20.7494683,-65.6299754
20.7330912,-65.6263531
20.7167141,-65.6227315
20.7003367,-65.6191108
20.6839593,-65.6154909
20.6675818,-65.6118717
20.6512041,-65.6082532
20.6348263,-65.6046357
20.6184485,-65.6010187
20.6020705,-65.5974027
20.5856925,-65.5937874
20.5693144,-65.5901729
20.5529361,-65.5865591
20.5365576,-65.5829462
20.5201792,-65.5793338
20.5038006,-65.5757224
20.4874219,-65.5721117
20.4710431,-65.5685018
20.4546642,-65.5648927
20.4382851,-65.5612843
20.421906,-65.5576766
20.4055268,-65.5540698
20.3891474,-65.5504636
20.3727679,-65.5468583
20.3563884,-65.5432538
20.3400088,-65.53965
20.323629,-65.5360468
20.3072492,-65.5324445
20.2908693,-65.528843
20.2744891,-65.5252422
20.258109,-65.5216422
20.2417287,-65.518043
20.2253484,-65.5144445
20.2089678,-65.5108466
20.1925873,-65.5072496
20.1762065,-65.5036534
20.1598258,-65.5000579
20.1434449,-65.496463
20.1270638,-65.492869
20.1106827,-65.4892759
20.0943015,-65.4856833
20.0779202,-65.4820915
20.0615388,-65.4785005
20.0451572,-65.4749102
20.0287756,-65.4713207
20.0123939,-65.4677319
19.996012,-65.4641439
19.9796302,-65.4605566
19.9632481,-65.45697
19.9580556,-65.4558334
19.9420461,-65.4506996
19.9260363,-65.4455668
19.9100264,-65.4404351
19.8940163,-65.4353044
19.8780061,-65.4301747
19.8619957,-65.4250461
19.8459851,-65.4199185
19.8299743,-65.414792
19.8139633,-65.4096664
19.7979522,-65.4045418
19.7819409,-65.3994184
19.7659294,-65.3942959
19.7499178,-65.3891744
19.733906,-65.384054
19.717894,-65.3789346
19.7018818,-65.3738161
19.6858695,-65.3686988
19.6698569,-65.3635825
19.6538441,-65.3584671
19.6378314,-65.3533528
19.6247222,-65.3491667
19.6189903,-65.3457688
19.610136,-65.34052
19.5955493,-65.3318749
19.5809622,-65.3232312
19.5663746,-65.3145892
19.5517866,-65.3059488
19.5371982,-65.2973099
19.5226094,-65.2886726
19.5080201,-65.2800367
19.4934303,-65.2714025
19.4788401,-65.2627697
19.4642495,-65.2541386
19.4496585,-65.2455089
19.4350671,-65.2368809
19.4204751,-65.2282544
19.4058828,-65.2196292
19.39129,-65.2110058
19.3766968,-65.2023839
19.3621032,-65.1937635
19.3475091,-65.1851447
19.3329146,-65.1765273
19.3183197,-65.1679115
19.3037243,-65.1592972
19.2891285,-65.1506846
19.2745323,-65.1420733
19.2599357,-65.1334636
19.2453386,-65.1248554
19.2307411,-65.1162488
19.2161431,-65.1076437
19.2069445,-65.1022222
19.1905453,-65.0987339
19.174146,-65.0952463
19.1577465,-65.0917594
19.141347,-65.0882731
19.1249474,-65.0847876
19.1085478,-65.0813028
19.092148,-65.0778186
19.0757481,-65.0743351
19.0593481,-65.0708523
19.042948,-65.0673702
19.0265479,-65.0638888
19.0101476,-65.060408
18.9937472,-65.0569279
18.9773468,-65.0534486
18.9609462,-65.0499699
18.9445456,-65.0464919
18.9281448,-65.0430145
18.911744,-65.0395378
18.895343,-65.0360619
18.8789421,-65.0325866
18.8625409,-65.0291119
18.8461397,-65.025638
18.8297384,-65.0221647
18.813337,-65.018692
18.7969355,-65.0152202
18.7805339,-65.011749
18.7641323,-65.0082783
18.7538888,-65.0061111
18.7374653,-65.002757
18.7210416,-64.9994034
18.7046178,-64.9960505
18.688194,-64.9926983
18.6872223,-64.9925
18.6720199,-64.9851677
18.656817,-64.9778366
18.641614,-64.9705067
18.6264106,-64.9631784
18.6112069,-64.9558512
18.5960029,-64.9485254
18.5807986,-64.9412008
18.5655939,-64.9338776
18.5503889,-64.9265556
18.5351838,-64.919235
18.5199782,-64.9119156
18.5047723,-64.9045975
18.4895661,-64.8972808
18.4894444,-64.8972223
18.4732199,-64.8929361
18.46,-64.8894444
18.4440015,-64.8843099
18.4280029,-64.8791764
18.4227778,-64.8775001
18.4086111,-64.8719444
18.3975,-64.8638889
18.3952777,-64.8563889
18.3936674,-64.8389436
18.3936111,-64.8383333
18.3966667,-64.8283333
18.4030556,-64.8169444
18.4077844,-64.8001312
18.4080556,-64.7991667
18.405,-64.7833333
18.3891735,-64.7776456
18.3872222,-64.7769444
18.3797859,-64.7612447
18.3772222,-64.7558333
18.3777778,-64.745
18.3783333,-64.7433334
18.3769444,-64.74
18.3777778,-64.7283333
18.375,-64.7266667
18.3736111,-64.7161111
18.3741667,-64.7077778
18.3711111,-64.7008333
18.3730155,-64.6834228
18.3730556,-64.6830555
18.3661111,-64.6708333
18.3650285,-64.6533463
18.3641667,-64.6394445
18.3561111,-64.6377778
18.3441667,-64.6422222
18.3278205,-64.6384802
18.3211111,-64.6369445
18.3186112,-64.6377778
18.305233,-64.6482996
18.2918543,-64.6588198
18.29,-64.6602778
18.2786111,-64.6613889
18.2620248,-64.6590798
