# GsakName=Palau
#
# This polygon file contains the exclusive economic zone around the Palau.
#
# This file was created by Peter John Acklam, pjacklam@gmail.com
#
# The source data was obtained from the Maritime Boundaries Geodatabase,
# which requests that the following citation is used for the data:
#
# VLIZ (2014). Maritime Boundaries Geodatabase, version 8. Available
# online at http://www.marineregions.org/. Consulted on 2015-01-19.
#
11.3766034,135.2746776
11.3412083,135.2905196
11.1777164,135.3633746
10.8637904,135.5017826
10.3454914,135.7260436
9.0618114,135.9288237
8.5853754,136.0039456
8.4961714,136.0181717
8.4952423,136.0183201
8.0777614,136.0845396
7.8655873,136.1190936
7.6176743,136.1484586
7.5460223,136.1684966
7.4967084,136.1822207
7.4779774,136.1867226
7.3164054,136.2330656
6.8877074,136.3556137
6.0141324,136.6427956
5.0083503,136.9755096
4.9596904,136.9433176
4.8112833,136.8116537
4.7860954,136.7863346
4.7346694,136.7407356
4.6207723,136.6263130
4.5866362,136.5920192
4.5649822,136.5673692
4.4815284,136.4723676
4.4554627,136.4462085
4.4516552,136.4423874
4.3131455,136.2848734
4.1847619,136.1190862
4.1819153,136.1148950
4.1814704,136.1142397
4.1750298,136.1058925
4.1736325,136.1038355
4.1723334,136.1021574
4.0545676,135.9287449
4.0164813,135.8643513
3.9478844,135.7483726
3.9464302,135.7459144
3.9510472,135.7059868
3.9478528,135.5670259
3.4431630,134.6948193
2.9688326,133.8800941
2.9332783,133.8502494
1.8112723,132.9264436
1.6487129,132.8006148
1.7968529,132.2461193
2.0441951,131.3159297
1.9908055,130.1216379
1.9917354,130.1210833
2.1062336,130.0526345
2.6354868,129.9467459
3.0078006,129.8716062
3.5250205,129.7661832
4.5036834,129.6269669
4.7727111,129.5883846
4.8244083,129.5573548
5.9386616,129.5781761
6.6708524,129.4896996
7.8102373,129.9439366
7.8508881,129.9893746
7.9245714,130.0717356
8.0547824,130.2372006
8.1743484,130.4106246
8.2827924,130.5913236
8.3796774,130.7785857
8.4646103,130.9716716
8.4650482,130.9728174
8.4654261,130.9736769
8.5377963,131.1710849
8.6489380,131.2184724
8.7047254,131.2422586
8.7615264,131.2708482
8.8926740,131.3368587
9.0121318,131.4067882
9.0743234,131.4431946
9.2489544,131.5608636
9.2525724,131.5636496
9.2591243,131.5659727
9.2644254,131.5682396
9.3133334,131.5855826
9.3283789,131.5920171
9.5067571,131.6683039
9.6383478,131.7347373
9.6946204,131.7631466
9.7328060,131.7855680
9.8761820,131.8697540
10.0507222,131.9877211
10.1670029,132.0775507
10.2175890,132.1166346
10.2188346,132.1176010
10.3451006,132.2286018
10.3772844,132.2568946
10.3820979,132.2616995
10.5267239,132.4060641
10.6665594,132.5645321
10.7425655,132.6625061
10.7962264,132.7316766
10.9152063,132.9068447
11.0230184,133.0893427
11.0518542,133.1460234
11.1192240,133.2784489
11.2034332,133.4734095
11.2753013,133.6734456
11.3345312,133.8777548
11.3462496,133.9302824
11.3809273,134.0858152
11.3810729,134.0867337
11.3816834,134.0894710
11.3895618,134.1392581
11.4149693,134.2999150
11.4350211,134.5120447
11.4417674,134.7250728
11.4413389,134.7389200
11.4351754,134.9381327
11.4152634,135.1503547
11.3952223,135.2776096
11.3766034,135.2746776
