# GsakName=St Pierre Miquelon
#
# This polygon file contains the exclusive economic zone around the St Pierre
# Miquelon.
#
# This file was created by Peter John Acklam, pjacklam@gmail.com
#
# The source data was obtained from the Maritime Boundaries Geodatabase,
# which requests that the following citation is used for the data:
#
# VLIZ (2014). Maritime Boundaries Geodatabase, version 8. Available
# online at http://www.marineregions.org/. Consulted on 2015-01-19.
#
46.9829445,-57.0967777
47.1296111,-56.8684166
47.2163889,-56.6625278
47.2411944,-56.6311111
47.3650000,-56.4944445
47.3052778,-56.2550000
47.1005556,-56.1050000
46.9311111,-56.1297222
46.8600000,-56.0994444
46.8555555,-56.0916667
46.8027778,-55.9825000
46.6988889,-55.9244445
46.6461112,-55.9033334
46.6171389,-55.9533889
46.5811111,-56.0291944
46.5547777,-56.1504444
45.5083333,-56.1528334
44.4625000,-56.1550833
43.4161112,-56.1572222
43.4179167,-56.3980278
44.4011111,-56.4000278
45.3844445,-56.4021111
46.3677222,-56.4043333
46.3979445,-56.5066667
46.4578889,-56.6881389
46.5541389,-56.8379167
46.6097500,-56.8986944
46.7984722,-56.9867500
46.9829445,-57.0967777
